,Fiscal Year,LEA Name,LEA Entity ID,School Name,School Entity ID,PS,KG,1,2,3,4,5,6,7,8,9,10,11,12,Total
534,2018,Dysart Unified District,4243,Sunset Hills Elementary,87620,17,96,101,115,127,132,139,145,111,136,*,*,*,*,1119
535,2018,Dysart Unified District,4243,Surprise Elementary School,5131,53,78,74,80,84,115,103,93,86,84,*,*,*,*,850
536,2018,Dysart Unified District,4243,Thompson Ranch Elementary,84684,48,99,79,79,75,89,104,89,103,76,*,*,*,*,841
537,2018,Dysart Unified District,4243,Valley Vista High School,88417,*,*,*,*,*,*,*,*,*,*,668,763,623,538,2592
538,2018,Dysart Unified District,4243,West Point Elementary School,79632,16,56,61,71,74,80,73,79,88,91,*,*,*,*,689
539,2018,Dysart Unified District,4243,Western Peaks Elementary,88415,26,61,84,69,88,79,108,113,111,129,*,*,*,*,868
540,2018,Dysart Unified District,4243,Willow Canyon High School,81113,*,*,*,*,*,*,*,*,*,*,454,455,454,436,1799
541,2018,"E-Institute Charter Schools, Inc.",79059,E-Institute at Avondale,91199,*,*,*,*,*,*,*,*,*,*,*,*,16,40,65
542,2018,"E-Institute Charter Schools, Inc.",79059,E-Institute at Buckeye,90768,*,*,*,*,*,*,*,*,*,*,*,*,15,30,52
543,2018,"E-Institute Charter Schools, Inc.",79059,E-Institute at Grovers,90389,*,*,*,*,*,*,*,*,*,*,*,*,*,*,29
544,2018,"E-Institute Charter Schools, Inc.",79059,E-Institute at Metro,90075,*,*,*,*,*,*,*,*,*,*,*,11,18,43,75
545,2018,"E-Institute Charter Schools, Inc.",79059,E-Institute at Surprise,81143,*,*,*,*,*,*,*,*,*,*,*,20,32,65,121
546,2018,"E-Institute Charter Schools, Inc.",79059,E-Institute at Taylion,90815,*,*,*,*,*,*,*,*,*,*,*,*,43,169,222
547,2018,"E-Institute Charter Schools, Inc.",79059,E-Institute at Union Hills,79117,*,*,*,*,*,*,*,*,*,*,*,*,34,72,116
548,2018,"EAGLE College Prep Harmony, LLC",91170,EAGLE College Prep Harmony,91171,*,25,27,22,22,22,27,13,21,26,*,*,*,*,205
549,2018,"EAGLE College Prep Maryvale, LLC",91938,EAGLE College Prep Maryvale,92563,*,47,52,53,53,45,41,42,*,*,*,*,*,*,333
550,2018,"EAGLE College Prep Mesa, LLC.",91939,EAGLE College Preparatory School- Mesa,92601,*,29,28,30,30,23,20,20,*,*,*,*,*,*,180
551,2018,"EAGLE South Mountain Charter, Inc.",89850,EAGLE College Prep,89851,*,75,72,77,75,77,76,77,72,73,*,*,*,*,674
552,2018,"East Mesa Charter Elementary School, Inc.",87401,Imagine East Mesa Elementary,87402,*,103,98,103,95,93,89,87,*,*,*,*,*,*,668
553,2018,East Valley Academy,10971,East Valley Academy,78806,*,*,*,*,*,*,*,*,*,*,*,*,*,*,17
554,2018,"Eastpointe High School, Inc.",78833,Eastpointe High School,78836,*,*,*,*,*,*,*,*,*,*,*,38,71,541,655
555,2018,Ed Ahead,90506,Academy Adventures Midtown,90507,*,18,*,*,*,12,*,*,*,*,*,*,*,*,61
556,2018,"Edge School, Inc., The",4421,EDGE High School - Northwest,80928,*,*,*,*,*,*,*,*,*,*,*,*,18,29,55
557,2018,"Edge School, Inc., The",4421,Edge High School - Himmel Park,5860,*,*,*,*,*,*,*,*,*,*,11,26,39,78,154
558,2018,"Edkey, Inc. - Arizona Conservatory for Arts and Academics",79981,Arizona Conservatory for Arts and Academics,79982,*,*,*,*,*,*,*,*,*,*,50,48,31,51,180
559,2018,"Edkey, Inc. - Arizona Conservatory for Arts and Academics",79981,Arizona Conservatory for Arts and Academics Middle School,90349,*,*,*,*,*,*,*,65,57,72,*,*,*,*,194
560,2018,"Edkey, Inc. - Pathfinder Academy",81045,Edkey Inc. - Pathfinder Academy at Eastmark,92492,*,51,42,62,50,26,33,14,*,*,*,*,*,*,278
561,2018,"Edkey, Inc. - Pathfinder Academy",81045,"Edkey, Inc. - Pathfinder Academy - Sequoia Lehi",92290,*,15,17,12,22,14,*,15,*,*,*,*,*,*,104
562,2018,"Edkey, Inc. - Pathfinder Academy",81045,Pathfinder Academy,10753,*,43,55,53,55,41,51,46,22,28,*,*,*,*,394
563,2018,"Edkey, Inc. - Redwood Academy",81043,Arizona Conservatory for Arts and Academics Elementary School,79263,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
564,2018,"Edkey, Inc. - Redwood Academy",81043,Sequoia Redwood Charter School,79263,*,49,32,40,44,53,50,*,*,*,*,*,*,*,268
565,2018,"Edkey, Inc. - Sequoia Charter School",6446,Kinetic Educational Learning Labs for Youth,10849,*,*,*,*,*,*,*,*,77,73,48,43,39,26,306
566,2018,"Edkey, Inc. - Sequoia Charter School",6446,Sequoia Charter School,79697,*,61,65,75,80,86,98,75,*,*,*,*,*,*,540
567,2018,"Edkey, Inc. - Sequoia Charter School",6446,Sequoia Elementary School,79697,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
568,2018,"Edkey, Inc. - Sequoia Choice Schools",4329,"Edkey, Inc. - Sequoia Choice Precision School",90322,*,*,*,*,*,*,*,*,*,*,12,20,22,63,117
569,2018,"Edkey, Inc. - Sequoia Choice Schools",4329,Sequoia Choice School Arizona Distance Learning School,5500,*,*,*,15,13,14,17,23,23,54,64,102,103,136,580
570,2018,"Edkey, Inc. - Sequoia Pathway Academy",92226,Sequoia Pathway Academy,90377,*,75,73,72,95,90,110,88,71,85,71,79,57,69,1035
571,2018,"Edkey, Inc. - Sequoia Ranch School",81052,Children First Leadership Academy,89920,*,20,26,23,22,26,28,30,24,28,*,*,*,*,227
572,2018,"Edkey, Inc. - Sequoia School for the Deaf and Hard of Hearing",81050,"Edkey, Inc. - Sequoia Deaf School",79219,*,*,*,*,*,*,*,*,*,*,*,*,*,*,58
573,2018,"Edkey, Inc. - Sequoia School for the Deaf and Hard of Hearing",81050,KELLY,920316,*,*,*,*,*,*,*,*,*,*,*,*,*,*,33
574,2018,"Edkey, Inc. - Sequoia Village School",79211,George Washington Academy,92912,*,19,25,15,18,20,25,13,*,*,*,*,*,*,135
575,2018,"Edkey, Inc. - Sequoia Village School",79211,Sequoia Village High School,90324,*,*,*,*,*,*,*,*,*,*,40,17,14,15,86
576,2018,"Edkey, Inc. - Sequoia Village School",79211,Sequoia Village School,10848,*,29,36,33,33,38,43,26,21,13,*,*,*,*,272
577,2018,"EduPreneurship, Inc.",4341,EduPreneurship Student Center (ESC) Phoenix,10752,*,*,*,*,*,*,13,*,*,*,*,*,*,*,63
578,2018,"Educational Impact, Inc.",81123,Academy Adventures Primary School,81124,*,*,*,*,11,*,*,*,*,*,*,*,*,*,57
579,2018,"Educational Impact, Inc.",81123,Adventure School,87415,*,19,23,18,18,18,16,*,*,*,*,*,*,*,127
580,2018,Educational Options Foundation,90201,EdOptions HS Learning Center,90844,*,*,*,*,*,*,*,*,*,*,30,72,150,433,685
581,2018,Educational Options Foundation,90201,EdOptions Preparatory Academy,90202,*,*,*,*,*,*,*,*,*,*,*,25,25,64,123
582,2018,"Eduprize Schools, LLC",89412,EDUPRIZE SCHOOL Gilbert,5479,*,175,184,189,211,239,189,207,123,133,42,37,20,*,1756
583,2018,"Eduprize Schools, LLC",89412,Eduprize School,89413,*,186,183,186,224,205,218,210,130,77,*,*,*,*,1619
584,2018,Elfrida Elementary District,4185,Elfrida Elementary School,4795,*,14,*,*,12,*,*,22,22,20,*,*,*,*,128
585,2018,Eloy Elementary District,4448,Curiel School,5940,*,76,96,79,*,*,*,*,*,*,*,*,*,*,255
586,2018,Eloy Elementary District,4448,Eloy Intermediate School,5941,*,*,*,*,101,96,85,*,*,*,*,*,*,*,282
587,2018,Eloy Elementary District,4448,Eloy Junior High School,5942,*,*,*,*,*,*,*,88,104,100,*,*,*,*,292
588,2018,"Employ-Ability Unlimited, Inc.",6375,Copper Canyon Academy,5495,*,22,19,15,16,16,16,14,22,14,*,*,*,*,154
589,2018,"Employ-Ability Unlimited, Inc.",6375,Desert Pointe Academy,10799,*,*,*,*,*,*,*,*,*,*,*,*,*,11,33
590,2018,Empower College Prep,91277,Empower College Prep,91783,*,*,*,*,55,54,66,80,96,*,*,*,*,*,351
591,2018,Empower College Prep,91277,Empower Collegiate Academy,92975,*,*,*,*,*,*,*,*,*,110,92,88,*,*,290
592,2018,Espiritu Community Development Corp.,4335,NFL YET College Prep Academy,5507,*,*,*,*,*,*,*,*,57,60,78,69,49,44,357
593,2018,Espiritu Community Development Corp.,92250,Reyes Maria Ruiz Leadership Academy,85886,*,78,81,77,82,78,84,86,*,*,*,*,*,*,566
594,2018,Espiritu Schools,92902,AIM Higher College Prep Academy,92903,*,*,*,*,*,*,*,*,28,26,*,*,*,*,54
595,2018,Estrella Educational Foundation,92988,Maricopa Institute of Technology,181823,*,*,*,*,*,*,*,*,*,*,68,25,*,*,93
596,2018,Ethos Academy - A Challenge Foundation Academy,92379,Ethos Academy- A Challenge Foundation Academy,92893,*,54,46,66,40,27,25,24,14,*,*,*,*,*,296
597,2018,"Excalibur Charter Schools, Inc.",79214,Avalon Elementary,81173,*,45,37,41,49,36,34,34,13,11,*,*,*,*,300
598,2018,"Fit Kids, Inc. dba Champion Schools",78783,Champion Chandler,92501,*,63,56,57,64,54,60,61,46,48,*,*,*,*,509
599,2018,"Fit Kids, Inc. dba Champion Schools",78783,Champion San Tan,460111,*,51,45,56,42,55,58,55,39,29,*,*,*,*,430
600,2018,"Fit Kids, Inc. dba Champion Schools",78783,Champion Schools,78820,*,52,54,55,79,62,60,68,64,62,*,*,*,*,556
601,2018,Flagstaff Arts And Leadership Academy,4202,Flagstaff Arts And Leadership Academy,4842,*,*,*,*,*,*,*,*,31,50,47,46,42,57,273
602,2018,Flagstaff Junior Academy,4207,Flagstaff Junior Academy,4851,*,19,25,28,27,34,42,44,36,43,*,*,*,*,298
603,2018,"Flagstaff Montessori, L.L.C.",4205,Montessori Charter School of Flagstaff - Campus,4849,*,32,41,31,16,20,20,12,*,*,*,*,*,*,189
604,2018,Flagstaff Unified District,4192,Charles W Sechrist Elementary School,4811,13,72,83,96,75,55,83,*,*,*,*,*,*,*,477
605,2018,Flagstaff Unified District,4192,Coconino High School,4820,*,*,*,*,*,*,*,*,*,*,367,375,325,315,1382
606,2018,Flagstaff Unified District,4192,Eva Marshall Elementary School,4807,*,83,83,84,90,67,79,*,*,*,*,*,*,*,486
607,2018,Flagstaff Unified District,4192,Flagstaff High School,4819,*,*,*,*,*,*,*,*,*,*,413,409,371,304,1497
608,2018,Flagstaff Unified District,4192,John Q Thomas Elementary School,4812,*,61,79,63,70,84,86,*,*,*,*,*,*,*,453
609,2018,Flagstaff Unified District,4192,Leupp Public School,4814,21,25,22,13,30,33,23,*,*,*,*,*,*,*,167
610,2018,Flagstaff Unified District,4192,Lura Kinsey Elementary School,4806,*,58,65,70,66,57,70,*,*,*,*,*,*,*,396
611,2018,Flagstaff Unified District,4192,Manuel DeMiguel Elementary School,4804,15,124,135,101,108,94,116,*,*,*,*,*,*,*,693
612,2018,Flagstaff Unified District,4192,Mount Elden Middle School,4817,*,*,*,*,*,*,*,287,302,308,*,*,*,*,897
613,2018,Flagstaff Unified District,4192,Northern Arizona Distance Learning,230656,*,*,*,*,*,*,*,*,*,*,*,*,*,11,23
614,2018,Flagstaff Unified District,4192,Sinagua Middle School,90191,*,*,*,*,*,*,*,364,393,336,*,*,*,*,1093
615,2018,Flagstaff Unified District,4192,Sturgeon Cromer Elementary School,4805,11,97,89,78,86,109,114,*,*,*,*,*,*,*,584
616,2018,Flagstaff Unified District,4192,Summit High School,4803,*,*,*,*,*,*,*,*,*,*,*,14,32,42,107
617,2018,Flagstaff Unified District,4192,Thomas M Knoles Elementary School,4815,*,89,95,105,90,108,104,*,*,*,*,*,*,*,600
618,2018,Flagstaff Unified District,4192,W F Killip Elementary School,4808,17,59,78,59,69,78,85,*,*,*,*,*,*,*,445
619,2018,Flagstaff Unified District,4192,Weitzel's Puente de Hozho Bilingual Magnet School,79665,*,70,71,65,53,47,51,*,*,*,*,*,*,*,357
620,2018,"Florence Crittenton Services of Arizona, Inc.",4300,Girls Leadership Academy of Arizona,5466,*,*,*,*,*,*,*,*,*,*,23,37,29,23,112
621,2018,Florence Unified School District,4437,Anthem Elementary School,88400,12,74,75,79,85,97,94,95,110,95,*,*,*,*,816
622,2018,Florence Unified School District,4437,Circle Cross K8 STEM Academy,89587,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
623,2018,Florence Unified School District,4437,Circle Cross Ranch K8 School,89587,*,88,76,58,79,79,78,96,104,99,*,*,*,*,757
624,2018,Florence Unified School District,4437,Copper Basin,85853,*,70,59,81,76,60,83,69,92,74,*,*,*,*,664
625,2018,Florence Unified School District,4437,Florence High School,5897,*,*,*,*,*,*,*,*,*,*,208,189,122,172,691
626,2018,Florence Unified School District,4437,Florence K-8,5895,*,66,79,60,83,87,85,85,71,68,*,*,*,*,684
627,2018,Florence Unified School District,4437,Magma Ranch K8 School,89858,*,57,55,56,79,80,86,91,91,104,*,*,*,*,699
628,2018,Florence Unified School District,4437,Mountain Vista Academy,92280,44,*,*,*,*,*,*,*,*,*,*,31,44,81,235
629,2018,Florence Unified School District,4437,Poston Butte High School,90309,*,*,*,*,*,*,*,*,*,*,350,314,337,364,1365
630,2018,Florence Unified School District,4437,San Tan Foothills High School,89907,*,*,*,*,*,*,*,*,*,*,224,195,86,89,594
631,2018,Florence Unified School District,4437,San Tan Heights Elementary,80440,29,58,50,67,61,74,77,64,73,80,*,*,*,*,633
632,2018,Florence Unified School District,4437,Skyline Ranch Elementary School,87537,*,62,61,65,83,82,98,83,96,82,*,*,*,*,712
633,2018,Florence Unified School District,4437,Summit School,90393,*,*,*,*,*,*,*,*,*,*,*,*,*,*,45
634,2018,Florence Unified School District,4437,Walker Butte K-8,79415,*,71,60,59,68,84,81,52,100,100,*,*,*,*,675
635,2018,Flowing Wells Unified District,4405,Centennial Elementary School,5784,*,64,58,62,67,85,75,79,*,*,*,*,*,*,490
636,2018,Flowing Wells Unified District,4405,Flowing Wells Digital Campus,91832,*,*,*,*,*,*,*,*,*,*,*,*,21,24,58
637,2018,Flowing Wells Unified District,4405,Flowing Wells High School,5791,*,*,*,*,*,*,*,*,*,*,531,370,384,324,1609
638,2018,Flowing Wells Unified District,4405,Flowing Wells Junior High School,5790,*,*,*,*,*,*,*,*,414,402,*,*,*,*,816
639,2018,Flowing Wells Unified District,4405,Homer Davis Elementary School,5785,*,49,58,55,70,64,80,71,*,*,*,*,*,*,447
640,2018,Flowing Wells Unified District,4405,J Robert Hendricks Elementary School,5787,*,52,67,71,80,59,73,63,*,*,*,*,*,*,465
641,2018,Flowing Wells Unified District,4405,Laguna Elementary School,5788,*,41,48,59,52,60,62,54,*,*,*,*,*,*,376
642,2018,Flowing Wells Unified District,4405,Robert Richardson Elementary School,5789,*,58,54,52,55,49,50,62,*,*,*,*,*,*,380
643,2018,Flowing Wells Unified District,4405,Sentinel Peak High School,6054,*,*,*,*,*,*,*,*,*,*,*,14,27,53,94
644,2018,Flowing Wells Unified District,4405,Walter Douglas Elementary School,5786,*,73,89,87,82,86,92,90,*,*,*,*,*,*,599
645,2018,Foothills Academy,4309,Foothills Academy,5474,*,13,14,22,*,17,15,19,31,37,22,27,28,29,282
646,2018,Foothills Academy,4309,Foothills Academy Connected,92407,*,*,*,*,*,*,*,*,*,*,*,*,*,*,14
647,2018,Fort Huachuca Accommodation District,4167,Colonel Johnston Elementary School,4747,*,98,102,89,*,*,*,*,*,*,*,*,*,*,295
648,2018,Fort Huachuca Accommodation District,4167,Colonel Smith Middle School,4748,*,*,*,*,*,*,*,99,98,88,*,*,*,*,285
649,2018,Fort Huachuca Accommodation District,4167,General Myer Elementary School,5982,*,*,*,*,97,93,89,*,*,*,*,*,*,*,279
650,2018,Fort Thomas Unified District,4221,Fort Thomas Elementary School,4892,*,34,32,37,33,44,49,38,*,*,*,*,*,*,267
651,2018,Fort Thomas Unified District,4221,Fort Thomas High School,4893,*,*,*,*,*,*,*,*,47,46,42,46,24,21,226
652,2018,Fort Thomas Unified District,4221,Mt. Turnbull Academy,90064,*,*,*,*,*,*,*,*,*,*,*,*,*,*,19
653,2018,Fort Thomas Unified District,4221,Mt. Turnbull Elementary School,92618,*,18,19,18,17,20,*,*,*,*,*,*,*,*,92
654,2018,Fountain Hills Charter School,4356,Fountain Hills Charter School,5539,*,13,*,*,*,12,*,*,12,*,*,*,*,*,78
655,2018,Fountain Hills Unified District,4247,Fountain Hills High School,5167,*,*,*,*,*,*,*,*,*,*,108,68,100,107,383
656,2018,Fountain Hills Unified District,4247,Fountain Hills Middle School,5166,*,*,*,*,*,91,105,111,129,116,*,*,*,*,552
657,2018,Fountain Hills Unified District,4247,McDowell Mountain Elementary School,5165,28,74,90,72,94,*,*,*,*,*,*,*,*,*,358
658,2018,Fowler Elementary District,4273,Fowler Elementary School,5351,11,89,84,84,125,106,93,*,*,*,*,*,*,*,592
659,2018,Fowler Elementary District,4273,Santa Maria Middle School,5353,*,*,*,*,*,*,*,251,270,245,*,*,*,*,766
660,2018,Fowler Elementary District,4273,Sun Canyon School,80315,38,94,97,102,105,133,106,*,*,*,*,*,*,*,675
661,2018,Fowler Elementary District,4273,Sunridge Elementary School,5352,36,92,91,85,72,87,88,*,*,*,*,*,*,*,551
662,2018,Fowler Elementary District,4273,Tuscano Elementary School,87521,39,96,113,97,94,104,131,*,*,*,*,*,*,*,674
663,2018,Fowler Elementary District,4273,Western Valley Elementary School,80915,33,81,87,106,88,117,109,*,*,*,*,*,*,*,621
664,2018,Fowler Elementary District,4273,Western Valley Middle School,80916,*,*,*,*,*,*,*,255,263,233,*,*,*,*,751
665,2018,"Franklin Phonetic Primary School, Inc.",4495,Franklin Phonetic Primary School,6140,*,40,49,52,62,53,57,49,50,39,*,*,*,*,451
666,2018,"Franklin Phonetic Primary School, Inc.",92596,Franklin Phonetic Primary School-Sunnyslope,92597,*,15,16,11,17,*,*,*,*,*,*,*,*,*,79
667,2018,Fredonia-Moccasin Unified District,4195,Fredonia Elementary School,4826,*,15,14,*,20,16,24,11,*,*,*,*,*,*,108
668,2018,Fredonia-Moccasin Unified District,4195,Fredonia High School,4828,*,*,*,*,*,*,*,*,*,15,14,15,19,11,84
669,2018,"Freedom Academy, Inc.",89506,Freedom Academy,80472,*,57,49,50,41,38,44,41,48,51,*,*,*,*,419
670,2018,"Freedom Academy, Inc.",89506,Freedom Academy North,90272,*,16,15,11,12,16,*,*,*,*,*,*,*,*,90
671,2018,"Friendly House, Inc.",4303,Friendly House Academia Del Pueblo Elem,6036,*,46,36,43,34,33,51,44,47,40,*,*,*,*,374
672,2018,"GAR, LLC dba Student Choice High School",78997,Student Choice High School,79022,*,*,*,*,*,*,*,*,*,*,*,53,205,657,923
673,2018,"GAR, LLC dba Student Choice High School",78997,Student Choice High School,90737,*,*,*,*,*,*,*,*,*,*,11,33,33,54,131
674,2018,Gadsden Elementary District,4505,Arizona Desert Elementary School,6187,*,73,86,80,95,103,120,130,*,*,*,*,*,*,687
675,2018,Gadsden Elementary District,4505,Cesar Chavez Elementary,79724,*,72,98,84,108,96,110,110,*,*,*,*,*,*,678
676,2018,Gadsden Elementary District,4505,Desert View Elementary,81096,*,54,94,100,108,108,111,115,*,*,*,*,*,*,690
677,2018,Gadsden Elementary District,4505,Ed Pastor Elementary 4,81106,*,82,55,69,43,78,59,71,*,*,*,*,*,*,457
678,2018,Gadsden Elementary District,4505,Gadsden Elementary School,6183,*,59,63,72,72,70,84,86,*,*,*,*,*,*,506
679,2018,Gadsden Elementary District,4505,Rio Colorado Elementary School,6184,*,57,74,73,83,108,114,114,*,*,*,*,*,*,623
680,2018,Gadsden Elementary District,4505,San Luis Middle School,6185,*,*,*,*,*,*,*,*,331,329,*,*,*,*,660
681,2018,Gadsden Elementary District,4505,Southwest Jr. High School,81105,*,*,*,*,*,*,*,*,397,413,*,*,*,*,810
682,2018,Ganado Unified School District,4157,Ganado Elementary School,4725,31,74,72,75,*,*,*,*,*,*,*,*,*,*,252
683,2018,Ganado Unified School District,4157,Ganado High School,4728,*,*,*,*,*,*,*,*,*,*,144,133,109,129,515
684,2018,Ganado Unified School District,4157,Ganado Intermediate School,4726,*,*,*,*,113,98,98,*,*,*,*,*,*,*,309
685,2018,Ganado Unified School District,4157,Ganado Middle School,4727,*,*,*,*,*,*,*,106,127,128,*,*,*,*,361
686,2018,Ganado Unified School District,4157,Ganado Primary School,4725,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
687,2018,"Gem Charter School, Inc.",6372,Gem Charter School,6045,*,11,*,*,*,*,*,*,*,*,*,*,*,*,29
688,2018,"Genesis Program, Inc.",4332,Genesis Academy,5504,*,*,*,*,*,*,*,*,*,*,*,22,27,27,83
689,2018,"George Gervin Youth Center, Inc.",90884,George Gervin Prep Academy,91712,*,31,25,31,21,18,22,21,20,22,*,*,*,*,211
690,2018,Gila Bend Unified District,4238,Gila Bend Elementary,5018,16,39,30,29,50,26,28,37,*,*,*,*,*,*,255
691,2018,Gila Bend Unified District,4238,Gila Bend High School,5019,*,*,*,*,*,*,*,*,29,36,33,28,25,27,178
692,2018,Gila County Regional School District,87600,Biyaagozhoo Center,90038,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
693,2018,Gilbert Unified District,4239,Ashland Elementary,79181,11,111,110,112,94,112,118,117,*,*,*,*,*,*,785
694,2018,Gilbert Unified District,4239,Augusta Ranch Elementary,79630,24,132,124,131,148,140,128,172,*,*,*,*,*,*,999
695,2018,Gilbert Unified District,4239,Boulder Creek Elementary,79145,22,80,51,76,79,107,82,93,*,*,*,*,*,*,590
696,2018,Gilbert Unified District,4239,Burk Elementary School,5030,12,38,37,57,53,51,52,54,*,*,*,*,*,*,354
697,2018,Gilbert Unified District,4239,Campo Verde High School,90124,*,*,*,*,*,*,*,*,*,*,511,528,416,392,1847
698,2018,Gilbert Unified District,4239,Canyon Rim Elementary,79829,30,104,101,107,104,110,124,128,*,*,*,*,*,*,808
699,2018,Gilbert Unified District,4239,Carol Rae Ranch Elementary,79144,24,71,80,59,77,63,87,87,*,*,*,*,*,*,548
700,2018,Gilbert Unified District,4239,Desert Ridge High,79823,*,*,*,*,*,*,*,*,*,*,690,696,590,506,2482
701,2018,Gilbert Unified District,4239,Desert Ridge Jr. High,79629,*,*,*,*,*,*,*,*,570,661,*,*,*,*,1231
702,2018,Gilbert Unified District,4239,Finley Farms Elementary,5038,*,81,96,88,93,94,97,92,*,*,*,*,*,*,641
703,2018,Gilbert Unified District,4239,Gilbert Classical Academy High School,89606,*,*,*,*,*,*,*,*,*,*,85,85,66,74,310
704,2018,Gilbert Unified District,4239,Gilbert Classical Academy Jr.,89605,*,*,*,*,*,*,*,*,118,118,*,*,*,*,236
705,2018,Gilbert Unified District,4239,Gilbert Elementary School,5023,18,72,72,72,69,62,75,73,*,*,*,*,*,*,513
706,2018,Gilbert Unified District,4239,Gilbert Global Academy High School,91209,*,*,*,*,*,*,*,*,*,*,*,*,11,40,59
707,2018,Gilbert Unified District,4239,Gilbert Global Academy Junior High,91155,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
